"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","me01_01","me01_02","me01_03","me01_04","me01_05","me01_06","me01_07","me01_08","ko01_01","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","he01_01","he01_02","he01_03","he01_04","he01_05","he01_06","he01_07","he01_08","he01_09","he01_10","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","de01","de02_01","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"148",306,NA,NA,"base","interview",1,3,2,2,2,2,2,1,1,1,4,1,1,4,1,1,4,1,1,1,1,1,1,5,1,4,4,2,1,2,2,1,4,1,50,51,51,1,71,51,51,1,26,61,50,100,100,60,100,100,100,1,1,100,1,100,100,26,1,1,100,100,75,6,6,6,6,6,6,6,6,6,6,51,51,1,26,21,51,101,101,101,51,51,31,76,76,101,86,51,101,51,76,2,21,14,5,13,140,126,71,338,94,55,50,144,26,5,1062,NA,TRUE,FALSE,11,11,0,0,"0,88"
"149",307,NA,NA,"base","interview",5,5,5,2,1,1,4,2,4,6,3,1,1,2,1,1,4,1,1,1,1,1,1,3,1,4,5,3,1,4,2,2,1,67,51,100,51,51,68,87,83,52,48,66,52,74,83,67,60,57,76,23,19,51,41,40,48,36,NA,20,49,NA,100,6,6,4,6,6,6,6,6,4,5,79,77,22,35,13,58,NA,51,51,11,6,21,14,19,50,12,51,8,32,24,2,27,22,5,5,103,272,148,211,4433,153,82,595,24,12913,1696,NA,TRUE,FALSE,11,11,3,2,"0,63"
"150",310,NA,NA,"base","interview",1,3,2,3,2,2,2,1,2,3,2,2,1,2,3,1,4,1,1,2,2,1,2,1,2,4,5,3,1,1,3,2,1,1,3,27,42,32,27,70,78,6,44,51,34,62,55,45,89,72,100,11,9,41,55,43,82,26,2,36,67,45,64,5,5,6,6,6,6,5,5,3,5,48,38,53,49,17,53,86,96,75,56,56,43,67,73,70,62,51,89,51,46,1,23,27,5,15,42,106,67,259,152,45,77,155,23,7,948,NA,TRUE,FALSE,11,11,0,0,"0,94"
"151",311,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,1,4,2,2,1,1,1,3,2,1,60,39,60,1,53,23,85,1,1,77,25,92,54,93,92,90,66,14,1,96,6,70,100,35,1,3,83,62,27,4,5,5,5,6,5,6,5,5,5,54,53,44,46,45,61,63,61,87,55,55,33,66,65,81,101,34,56,42,61,2,26,37,6,3,28,77,31,184,54,47,43,81,18,5,571,NA,TRUE,FALSE,11,11,0,0,"1,65"
"152",312,NA,NA,"base","interview",1,3,1,2,2,2,1,1,1,1,2,2,4,1,4,1,2,1,1,1,1,1,1,3,1,4,5,5,2,1,3,2,1,1,52,1,79,1,79,73,78,1,1,27,30,80,100,70,87,85,85,1,1,100,11,50,84,1,1,14,83,81,52,5,6,6,6,6,6,4,6,5,5,51,21,1,51,19,30,87,87,83,29,26,28,52,30,77,77,13,77,51,39,2,24,41,6,3,154,55,32,88,46,35,35,47,13,3,511,NA,TRUE,FALSE,11,11,0,0,"1,89"
"153",313,NA,NA,"base","interview",1,2,1,3,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,3,3,1,4,4,4,3,2,3,3,3,12,51,17,70,6,92,71,89,17,17,73,52,90,69,84,95,77,86,17,17,87,51,58,90,17,12,51,86,53,42,5,6,6,6,5,6,6,6,3,6,73,46,41,51,45,71,78,78,78,53,51,48,78,74,74,51,51,76,51,53,1,20,28,5,14,76,137,83,359,108,58,68,234,38,12,1187,NA,TRUE,FALSE,11,11,0,0,"0,74"
"154",315,NA,NA,"base","interview",1,3,2,2,2,2,3,1,2,2,1,1,2,1,1,1,1,4,1,2,1,1,1,1,1,2,3,3,2,2,3,3,1,1,10,1,70,6,90,61,100,2,1,61,21,90,100,100,100,80,100,26,1,100,26,61,90,11,1,50,100,71,84,6,6,6,6,6,6,5,6,5,6,31,21,11,21,31,51,91,101,91,77,71,21,71,81,91,61,46,91,61,31,2,20,38,5,12,95,73,67,160,53,37,51,119,21,4,692,NA,TRUE,FALSE,11,11,0,0,"1,2"
"155",317,NA,NA,"base","interview",3,4,3,3,2,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,3,2,1,3,3,2,1,1,25,24,60,47,78,88,76,1,1,66,67,92,85,86,98,99,100,1,11,100,50,90,100,70,9,18,100,2,31,6,6,5,6,6,6,6,6,3,4,56,45,57,42,23,61,98,97,72,50,51,33,97,65,89,48,57,57,60,42,1,21,16,5,9,36,61,27,95,48,27,39,52,14,2,410,NA,TRUE,FALSE,11,11,0,0,"1,95"
"156",318,NA,NA,"base","interview",2,4,3,3,2,2,4,2,2,1,1,4,1,4,3,2,5,3,3,3,3,3,3,4,2,5,4,4,2,3,3,2,2,1,1,50,34,11,21,76,100,51,46,51,31,45,61,100,100,51,70,11,1,60,61,71,78,60,51,71,85,NA,90,6,6,6,6,5,5,6,6,4,4,56,56,61,69,37,59,78,56,56,38,44,32,42,46,69,51,36,45,45,44,1,18,42,5,8,93,115,53,306,99,47,64,102,20,3,910,NA,TRUE,FALSE,11,11,1,1,"1,1"
"157",328,NA,NA,"base","interview",4,3,3,4,3,2,3,2,1,5,3,3,5,4,3,3,4,3,2,2,3,3,2,5,3,6,6,4,4,4,4,4,2,17,100,33,1,30,71,100,100,51,6,1,1,100,100,100,75,76,51,21,11,100,75,5,41,11,46,75,42,51,89,6,5,5,6,4,6,4,5,2,3,101,101,61,101,101,101,61,76,1,34,34,101,71,51,34,9,26,1,101,11,2,28,48,6,2,64,113,48,189,98,46,62,93,19,4,738,NA,TRUE,FALSE,11,11,1,1,"1,3"
"158",329,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,1,80,1,21,56,100,1,1,100,61,100,51,100,100,100,100,1,1,100,1,100,100,11,1,1,100,100,51,6,6,6,6,6,6,6,6,6,6,21,11,1,11,11,71,101,41,101,81,81,11,101,81,101,101,51,101,51,41,1,23,1,6,14373,23,86,49,150,45,39,24,137,15,1,580,NA,TRUE,FALSE,11,11,0,0,"1,65"
"159",330,NA,NA,"base","interview",2,4,4,2,2,1,2,1,3,3,1,1,1,1,1,1,2,4,1,3,1,1,1,3,1,2,1,2,1,2,2,2,2,1,100,51,100,11,31,71,100,11,1,21,60,100,100,100,100,100,80,2,1,100,60,100,99,2,11,90,100,51,51,6,6,6,6,6,6,6,6,4,6,31,11,51,6,2,61,101,91,91,51,51,21,96,81,100,71,31,101,51,51,2,25,26,6,9,111,173,78,669,149,83,81,294,22,3,1672,NA,TRUE,FALSE,11,11,0,0,"0,82"
"160",331,NA,NA,"base","interview",3,4,3,2,2,2,2,1,1,4,3,1,1,4,2,1,4,1,1,2,1,1,3,4,2,5,5,4,2,3,4,4,2,1,70,67,51,31,60,100,100,81,3,90,85,85,100,79,100,70,55,10,25,100,70,51,67,16,11,95,51,60,80,6,5,6,6,5,6,6,5,5,4,86,81,81,41,26,61,51,61,51,21,41,26,51,41,51,31,51,51,51,11,2,20,46,6,13,278,115,54,265,266,69,49,163,32,9,1313,NA,TRUE,FALSE,11,11,0,0,"0,75"
"161",334,NA,NA,"base","interview",2,2,2,2,1,1,3,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1,2,2,2,1,3,2,2,2,1,50,25,67,3,79,82,100,1,1,63,9,100,100,100,100,88,100,13,1,87,54,100,100,17,5,90,100,100,12,6,5,5,6,6,6,6,6,4,5,35,17,1,43,9,43,94,97,97,38,55,13,82,60,76,92,34,97,52,43,2,23,16,6,21,125,197,122,177,90,83,103,78,38,4,1038,NA,TRUE,FALSE,11,11,0,0,"0,82"
"162",346,NA,NA,"base","interview",2,3,1,2,2,1,3,2,2,5,2,2,2,2,2,1,3,3,2,4,3,1,3,4,2,3,1,2,2,3,3,2,2,1,74,NA,66,28,56,61,68,26,33,80,54,73,77,81,80,81,89,8,33,78,51,73,75,30,35,53,86,NA,57,4,5,5,6,5,5,5,5,4,5,30,38,33,40,64,61,91,89,74,72,69,31,90,88,86,41,52,81,64,52,2,23,20,5,2,55,100,62,142,106,55,94,77,22,4,719,NA,TRUE,FALSE,11,11,3,2,"1,29"
"163",349,NA,NA,"base","interview",2,2,1,3,1,1,4,1,1,1,1,3,1,1,4,1,1,2,2,4,3,3,1,3,1,3,3,2,1,3,2,1,1,NA,100,75,51,14,51,77,96,22,12,51,51,76,100,100,100,100,100,NA,NA,51,51,51,75,76,NA,78,80,100,100,6,6,6,6,6,6,6,6,6,5,51,51,51,51,51,51,51,76,26,16,51,51,51,51,51,26,51,51,51,51,1,23,34,5,1,75,275,36,238,82,54,50,163,17,7,998,NA,TRUE,FALSE,11,11,5,5,"1,18"
"164",351,NA,NA,"base","interview",3,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,5,2,5,5,5,5,5,4,4,3,1,11,40,51,41,90,90,90,16,4,16,3,64,83,87,51,93,70,11,3,97,77,77,82,8,6,78,82,80,13,6,5,5,6,5,6,5,3,4,5,81,84,50,64,62,78,78,79,19,30,30,71,51,32,51,9,51,48,51,47,2,20,47,5,4,189,270,66,349,163,142,163,227,49,20,1642,NA,TRUE,FALSE,11,11,0,0,"0,68"
"165",352,NA,NA,"base","interview",2,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2,3,3,4,4,4,2,2,2,4,4,3,1,82,82,51,51,51,100,100,13,5,6,2,96,96,96,100,87,88,3,2,100,21,100,100,53,16,74,100,100,37,6,5,5,6,5,5,5,5,4,4,76,NA,77,53,55,75,100,101,50,51,51,53,89,88,91,53,52,98,86,29,1,23,50,5,4,92,118,55,233,101,55,69,67,25,7,826,NA,TRUE,FALSE,11,11,1,1,"1,14"
"166",356,NA,NA,"base","interview",2,1,1,5,3,2,4,1,1,5,1,3,1,3,5,1,4,4,1,3,1,1,1,1,1,3,4,2,1,1,3,1,1,1,76,13,47,13,100,40,100,6,15,60,100,100,100,100,92,100,61,11,1,100,21,100,100,3,21,100,100,53,68,6,6,6,6,6,6,6,6,6,4,51,14,56,13,32,89,101,77,69,53,51,29,51,52,49,81,51,90,51,27,1,21,28,5,3,89,152,66,114,83,166,60,29592,32,3,870,NA,TRUE,FALSE,11,11,0,0,"1,13"
"167",357,NA,NA,"base","interview",1,2,2,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,1,3,1,1,1,1,1,4,2,1,1,1,1,1,1,1,62,18,82,62,69,71,75,1,1,51,41,100,100,71,100,100,100,1,1,100,51,75,100,21,25,76,100,51,69,5,5,6,6,6,6,6,6,6,6,68,70,69,68,78,78,101,101,91,82,82,63,81,68,75,69,71,101,78,31,2,21,8,5,468,31,74,28,138,60,29,36,97,12,2,518,NA,TRUE,FALSE,11,11,0,0,"1,68"
"168",358,NA,NA,"base","interview",1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,74,51,1,100,70,100,1,19,51,49,90,87,75,100,100,100,1,1,100,15,74,99,50,45,82,100,NA,50,4,6,6,6,6,6,6,6,5,6,87,48,35,94,2,84,78,100,88,27,24,22,88,90,91,37,52,79,52,24,1,20,33,5,8,55,115,49,184,53,27,42,86,19,6,644,NA,TRUE,FALSE,11,11,1,1,"1,32"
"169",369,NA,NA,"base","interview",2,3,1,1,2,2,1,1,1,4,4,4,1,3,2,3,5,3,2,4,4,2,1,2,4,1,1,2,2,2,2,2,3,NA,100,NA,92,NA,100,10,76,NA,NA,50,NA,100,100,100,100,100,91,NA,NA,100,NA,12,87,NA,NA,NA,100,48,79,5,5,6,6,5,6,4,5,4,5,48,20,5,25,15,44,101,NA,101,80,85,48,101,101,101,101,77,101,78,84,1,28,1,6,2,96,197,48,152,167069,114,90,74,32,8,910,NA,TRUE,FALSE,11,11,10,10,"0,98"
"170",370,NA,NA,"base","interview",1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,2,3,2,4,4,3,2,2,3,3,3,1,51,1,61,21,31,51,100,1,1,61,NA,21,100,100,100,100,100,1,1,100,51,70,80,21,1,60,90,70,80,6,5,5,6,5,6,6,5,3,4,51,31,31,31,21,61,81,101,81,71,71,31,81,81,76,71,61,81,61,51,2,24,31,6,6,51,78,43,155,80,51,65,94,16,2,641,NA,TRUE,FALSE,11,11,1,1,"1,46"
"171",373,NA,NA,"base","interview",5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,1,1,1,1,6,6,6,6,100,1,100,1,100,1,100,1,100,100,1,1,1,100,1,1,1,1,100,100,1,100,1,1,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,101,1,1,101,1,1,1,1,1,1,1,1,1,1,101,1,101,1,2,60,100,6,2,30,70,22,85,94,32,42,54,19,22,472,NA,TRUE,FALSE,11,11,0,0,"1,77"
"172",375,NA,NA,"base","interview",5,5,5,5,2,2,5,2,1,6,6,5,5,6,6,2,6,6,5,6,5,6,6,6,6,1,1,2,1,2,1,2,1,100,100,1,53,100,1,77,100,100,1,1,100,100,1,100,100,1,1,1,11,30,100,1,1,1,1,1,100,50,100,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,24,100,5,3,73,124,36,158,104,58,72,29,17,2,676,NA,TRUE,FALSE,11,11,0,0,"1,61"
"173",376,NA,NA,"base","interview",2,3,3,4,3,3,3,1,1,2,4,2,2,2,2,2,3,3,2,2,2,2,2,3,1,4,4,2,2,3,5,3,4,1,21,76,46,13,62,100,100,19,5,51,83,86,90,83,100,100,79,1,1,100,5,17,100,28,28,51,100,51,76,6,6,6,6,6,6,6,6,4,5,66,43,34,34,27,80,96,81,81,37,38,29,79,66,93,36,51,96,51,42,2,20,39,6,41,135,160,102,168,109,103,77,225,66,4,1190,NA,TRUE,FALSE,11,11,0,0,"0,7"
"174",379,NA,NA,"base","interview",3,3,4,1,4,2,3,1,2,3,1,3,1,1,2,2,5,5,1,1,2,2,1,2,1,5,4,3,3,4,3,3,3,1,100,21,65,30,100,69,80,15,1,100,1,90,100,100,100,89,76,21,1,100,11,71,80,14,31,100,100,1,56,6,5,5,6,6,6,6,5,5,6,71,71,61,71,41,81,81,81,81,71,72,71,82,82,81,71,71,82,66,66,1,24,23,5,6,106,184,85,211,173,240,80,127,28,6,1246,NA,TRUE,FALSE,11,11,0,0,"0,81"
"175",384,NA,NA,"base","interview",1,2,1,3,3,2,3,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,2,2,3,2,2,1,2,4,3,1,1,67,13,64,3,67,77,100,1,1,83,21,100,100,91,98,92,99,9,1,77,1,66,78,9,18,79,99,100,71,6,6,6,6,5,6,5,6,5,6,36,18,13,9,2,52,100,100,101,32,61,9,72,32,79,73,53,77,36,29,1,24,17,5,63,74,118,48,168,83,59,55,79,21,6,774,NA,TRUE,FALSE,11,11,0,0,"1"
"176",385,NA,NA,"base","interview",2,2,1,4,2,3,4,1,1,2,1,1,1,1,1,1,4,4,1,3,3,1,1,3,3,2,2,2,2,3,3,2,1,1,46,74,62,56,84,74,70,NA,20,32,1,59,100,42,65,100,77,1,1,70,52,74,77,71,14,92,87,80,61,6,5,6,6,5,6,6,6,3,5,43,43,51,51,15,65,86,87,74,51,51,32,51,62,55,8,50,74,51,52,1,20,36,5,4,70,105,48,162,81,54,42,95,25,3,689,NA,TRUE,FALSE,11,11,0,0,"1,36"
"177",394,NA,NA,"base","interview",1,2,1,2,3,2,3,1,1,3,2,1,1,2,2,2,3,2,1,3,1,1,1,1,1,3,2,2,1,3,2,2,1,1,68,68,68,37,78,68,93,27,46,50,59,85,84,94,100,95,62,1,1,51,30,96,73,38,8,15,100,93,100,6,6,6,6,6,6,6,6,6,5,33,21,21,29,33,48,101,101,97,50,46,30,86,76,76,90,44,91,31,53,1,20,21,5,4,85,117,73,179,106,63,51,134,24,2,838,NA,TRUE,FALSE,11,11,0,0,"1,29"
"178",395,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,NA,100,NA,100,NA,100,60,100,NA,NA,100,51,100,100,100,100,100,100,NA,NA,100,50,100,100,NA,NA,51,100,100,100,6,6,6,6,6,6,6,6,4,6,1,1,1,1,1,51,101,101,101,51,76,1,101,81,81,91,1,101,1,66,1,20,15,5,7,72,177,79,172,62,71,69,143,27,3,882,NA,TRUE,FALSE,11,11,8,7,"1,08"
"179",409,NA,NA,"base","interview",2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,3,1,4,4,2,1,1,1,1,1,1,70,11,60,26,41,70,51,30,6,71,61,90,100,90,76,90,80,1,60,80,16,90,95,6,1,6,75,25,26,6,6,6,6,6,6,6,6,6,6,51,31,36,31,16,41,76,81,66,51,51,31,61,66,81,91,31,61,36,41,2,22,18,5,47,128,357,108,367,159,93,72,219,40,5,1595,NA,TRUE,FALSE,11,11,0,0,"0,59"
"180",411,NA,NA,"base","interview",1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,100,NA,100,NA,100,50,100,NA,NA,100,51,100,51,100,100,100,100,NA,NA,100,NA,100,100,NA,NA,NA,100,NA,NA,4,6,6,6,6,6,6,6,4,6,39,35,34,22,32,58,57,NA,54,51,51,50,51,51,54,84,59,54,58,59,1,35,1,6,12,74,91,70,412,56,81,7656,123,478,11,1017,NA,TRUE,FALSE,11,11,9,9,"0,75"
"181",413,NA,NA,"base","interview",3,2,1,4,2,1,3,1,1,5,1,1,1,1,2,1,4,1,1,1,1,1,1,2,1,4,4,2,1,2,4,2,1,1,85,70,100,82,100,85,100,31,10,86,75,100,93,78,100,93,76,65,21,100,54,18,75,80,71,100,100,50,75,6,5,5,6,6,6,6,5,5,6,77,83,91,72,53,71,91,81,63,82,71,69,101,50,80,83,70,90,86,57,1,NA,37,5,11,89,121,46,366,125,56,86,208,21,9,1138,NA,TRUE,FALSE,11,11,0,0,"0,84"
"182",414,NA,NA,"base","interview",1,4,2,3,2,3,3,2,2,1,1,1,1,1,1,1,3,3,1,2,2,1,2,3,3,4,3,3,3,3,4,3,2,1,51,25,51,40,71,80,80,11,11,16,51,100,100,51,90,80,75,11,1,100,11,76,100,11,51,76,95,25,70,6,5,4,6,6,5,5,5,4,6,51,51,51,51,31,51,51,51,31,51,51,31,51,31,51,31,51,51,51,51,1,22,33,5,8,71,99,46,266,90,62,60,117,37,7,863,NA,TRUE,FALSE,11,11,0,0,"0,99"
"183",418,NA,NA,"base","interview",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,NA,1,2,2,4,3,3,3,NA,100,21,72,NA,11,7,100,NA,NA,54,77,79,76,60,100,67,100,NA,NA,100,30,100,100,NA,NA,61,100,9,NA,6,6,6,6,6,6,6,6,6,6,101,NA,NA,NA,NA,NA,101,101,101,101,101,NA,101,101,101,101,NA,101,NA,101,1,20,20,5,5,47,82,74,149,56,37,45,78,29,8,610,NA,TRUE,FALSE,11,11,15,15,"1,33"
"184",426,NA,NA,"base","interview",1,2,2,2,1,1,3,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,3,2,2,2,3,3,2,2,1,80,11,76,11,85,85,95,1,1,52,86,100,100,95,100,100,100,1,1,100,71,80,100,1,1,26,100,6,11,5,6,6,6,5,6,6,6,5,6,53,52,28,27,12,39,76,97,86,53,52,20,93,54,76,25,NA,88,54,53,1,22,28,6,4,47,106,68,158,61,47,48,113,19,9,680,NA,TRUE,FALSE,11,11,1,1,"1,3"
"185",428,NA,NA,"base","interview",1,2,1,2,2,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,2,NA,100,75,100,NA,100,100,100,NA,15,100,NA,100,100,100,100,100,100,NA,NA,100,NA,100,100,63,77,100,100,100,100,6,6,6,6,6,6,6,6,6,6,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,25,11,6,5,100,184,82,141,99,58,62,78,23,10,842,NA,TRUE,FALSE,11,11,5,5,"1,04"
"186",437,NA,NA,"base","interview",2,2,1,1,1,1,3,2,1,6,1,1,1,2,1,2,6,4,1,6,3,1,1,1,1,4,5,1,1,3,1,1,2,NA,100,18,54,NA,100,54,100,NA,NA,NA,NA,51,100,100,100,100,100,NA,NA,68,NA,81,100,58,NA,55,100,55,100,6,6,6,6,6,6,6,6,5,6,53,38,43,NA,86,56,101,63,101,1,29,7,101,10,101,31,24,101,64,14,2,29,27,3,9,85,244,55,101,112,98,82,122,28,6,942,NA,TRUE,FALSE,11,11,9,9,"0,94"
"187",443,NA,NA,"base","interview",3,3,3,3,2,2,2,2,2,4,1,2,3,1,3,1,2,2,1,2,2,2,2,1,1,4,4,5,3,3,4,3,3,78,51,58,58,43,58,64,92,17,1,95,83,100,100,87,100,90,99,1,5,99,54,86,87,5,55,72,99,96,92,6,6,4,6,6,5,6,6,4,6,38,35,38,30,2,51,75,100,93,49,47,3,53,43,90,85,47,91,59,11,1,27,22,5,18,82,107,58,153,105,53,66,96,20,11,769,NA,TRUE,FALSE,11,11,0,0,"0,95"
"188",447,NA,NA,"base","interview",1,3,2,3,1,1,3,1,1,1,1,1,1,1,1,1,5,6,1,6,1,2,3,1,1,3,4,2,2,1,2,2,1,1,1,97,1,1,22,58,67,17,1,37,15,79,68,56,92,52,70,1,1,70,49,35,93,1,24,67,94,55,87,4,5,5,4,6,6,6,5,4,5,48,29,26,14,1,13,77,88,1,37,34,6,54,28,63,NA,51,53,45,23,1,22,30,5,2,54,59,38,112,55,28,39,71,12,4,474,NA,TRUE,FALSE,11,11,1,1,"1,78"
"189",451,NA,NA,"base","interview",2,3,2,3,2,2,3,1,2,1,1,2,1,2,1,1,3,3,1,2,1,1,2,2,1,4,3,3,2,3,3,2,2,1,36,62,70,21,92,51,65,32,27,27,28,92,100,51,83,61,76,10,1,52,46,74,41,22,8,25,90,50,70,6,4,4,5,4,5,5,5,3,2,41,29,44,33,13,43,92,5,85,47,44,31,NA,47,37,45,27,78,55,21,1,20,51,5,8,132,103,46,258,170,55,76,48,24,14,934,NA,TRUE,FALSE,11,11,1,1,"0,99"
"190",456,NA,NA,"base","interview",1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,5,2,5,5,5,2,2,2,4,3,4,4,1,2,2,2,1,51,5,76,21,100,36,76,6,1,21,74,100,63,85,65,100,100,1,1,100,1,100,56,17,1,100,100,87,100,4,6,6,6,5,6,6,5,6,5,45,33,49,36,3,76,99,90,52,51,51,33,51,94,70,64,46,62,58,56,1,24,9,6,5,106,152,69,406,127,90,88,145,46,4,1238,NA,TRUE,FALSE,11,11,0,0,"0,88"
"191",460,NA,NA,"base","interview",1,5,1,2,1,2,3,1,1,1,1,1,3,1,1,1,1,6,1,1,1,1,1,5,1,6,6,1,1,5,5,5,5,1,33,100,53,79,100,100,86,1,8,55,NA,1,74,100,100,100,100,1,1,100,76,100,100,100,48,100,100,11,100,6,6,6,6,6,6,6,6,2,2,101,77,101,80,61,95,101,101,33,1,6,32,101,22,64,NA,57,95,101,6,2,24,56,5,47,40,53,36,99,49,26,26,49,13,2,440,NA,TRUE,FALSE,11,11,2,2,"1,91"
"192",462,NA,NA,"base","interview",1,1,2,3,2,2,4,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,5,2,2,4,4,1,1,6,18,54,37,45,60,80,87,40,27,11,25,56,80,43,51,82,51,31,14,55,37,51,73,61,3,52,79,51,35,6,6,6,6,5,5,5,5,4,4,51,51,51,42,41,51,69,73,51,51,51,46,59,53,57,51,51,59,49,51,1,20,36,5,171,98,306,120,362,123,87,90,190,42,6,1435,NA,TRUE,FALSE,11,11,0,0,"0,58"
"193",463,NA,NA,"base","interview",1,5,3,2,2,2,5,2,4,2,2,2,1,2,2,1,4,2,2,2,2,1,2,3,2,4,3,4,3,6,3,1,1,1,75,75,20,16,100,51,40,11,21,1,51,44,43,80,71,58,100,2,1,95,51,40,71,51,70,61,75,13,51,6,5,6,6,6,6,5,NA,2,3,71,41,86,31,8,9,91,61,1,52,91,51,51,53,91,1,6,79,66,32,1,18,51,5,29,101,329,114,243,133,166,309,158,42,4,1628,NA,TRUE,FALSE,11,11,1,1,"0,61"
"194",465,NA,NA,"base","interview",2,1,1,3,1,3,4,1,1,6,4,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,3,NA,81,100,51,70,91,90,100,NA,31,31,71,21,100,100,100,21,1,1,1,80,60,50,41,21,50,100,100,NA,100,6,6,6,6,4,6,6,5,4,5,56,56,81,56,56,81,101,51,86,51,51,51,71,41,62,81,41,101,56,31,1,20,33,5,12,83,137,54,240,75,54,66,175,19,2,917,NA,TRUE,FALSE,11,11,2,2,"1,14"
"195",466,NA,NA,"base","interview",1,1,1,2,1,1,1,1,1,4,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,NA,100,58,90,NA,100,100,100,NA,NA,100,NA,100,76,100,100,100,100,NA,33,100,NA,79,100,NA,NA,14,100,100,NA,5,6,6,5,6,6,6,6,5,6,4,2,37,1,1,1,95,95,94,88,97,1,100,90,89,89,52,86,88,56,2,21,15,5,1454,46,87,42,111,67,37,57,80,23,6,567,NA,TRUE,FALSE,11,11,8,8,"1,21"
"196",469,NA,NA,"base","interview",2,4,2,3,3,3,2,3,3,5,2,5,3,2,4,2,3,3,1,5,3,4,5,4,4,4,2,3,2,3,3,3,2,1,90,51,60,41,80,70,80,31,21,60,41,70,60,90,80,70,70,41,1,90,51,70,70,60,21,80,100,80,41,5,4,4,2,6,5,3,3,5,4,31,21,51,51,21,81,101,71,41,51,61,41,71,71,71,21,51,101,61,61,1,19,41,5,63,85,104,48,189,102,54,119,77,17,2,860,NA,TRUE,FALSE,11,11,0,0,"1,13"
"197",476,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,2,2,3,1,1,2,3,1,1,1,1,1,1,2,1,1,1,80,11,76,1,80,26,85,1,6,40,70,90,31,100,71,99,80,1,1,100,2,70,100,11,1,1,100,51,25,3,6,5,6,6,6,6,5,4,6,9,6,2,6,22,39,51,42,70,51,51,25,51,56,61,74,23,51,51,51,1,20,3,5,67,30,85,38,248,69,31,51,106,15,7,747,NA,TRUE,FALSE,11,11,0,0,"1,27"
