"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","ko01_31","mi01_01","mi01_02","mi01_03","mi01_04","mi01_05","mi01_06","mi01_07","mi01_08","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","ta01_21","ta01_22","ta01_23","ta01_24","ta01_25","ta01_26","ta01_27","ta01_28","ta01_29","ta01_30","ta01_31","ta01_32","ta01_33","ta01_34","ta01_35","ta01_36","ta01_37","ta01_38","ta01_39","ta01_40","de01_01","de02","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"409",1601,NA,NA,"base","interview",1,2,2,2,2,1,3,1,2,2,1,2,1,1,2,1,3,3,1,4,1,2,1,1,2,1,3,4,5,6,7,8,10,1,3,8,4,11,11,11,11,10,11,1,1,10,4,10,11,6,4,8,11,4,5,5,5,NA,3,3,3,2,2,6,2,6,1,5,3,6,6,6,6,6,6,10,6,10,6,6,6,6,6,3,6,6,6,7,2,6,8,6,10,6,6,6,4,3,6,2,5,6,4,27,2,3,7,7,126,196,190,110,81,44,148,54,6,962,NA,TRUE,FALSE,10,10,2,1,"0,89"
"410",1603,NA,NA,"base","interview",1,2,1,1,1,2,3,1,3,4,1,1,2,4,2,1,5,2,1,5,2,1,2,5,3,1,11,11,6,6,11,7,10,2,1,6,6,2,11,9,10,10,2,4,1,11,6,9,7,4,3,8,11,1,8,3,1,2,2,4,3,2,1,8,1,2,1,8,7,8,9,11,6,11,5,3,5,7,7,7,10,2,2,2,2,5,6,5,1,6,11,6,4,11,10,7,2,5,2,1,1,2,2,22,1,7,4,26,51,56,144,67,31,30,135,42,5,587,NA,TRUE,FALSE,10,10,1,0,"1,28"
"411",1606,NA,NA,"base","interview",1,2,2,4,2,3,3,1,1,4,2,1,1,1,1,1,5,3,1,2,2,1,1,3,2,1,5,9,9,2,10,11,11,1,7,9,1,8,11,10,11,10,8,3,1,11,4,11,11,11,5,10,11,11,6,3,2,3,1,2,2,2,1,7,4,10,3,10,7,6,8,11,6,9,9,11,8,9,11,9,10,11,9,8,8,7,8,10,9,8,8,8,NA,7,8,2,8,8,4,2,4,5,3,20,1,4,4,26,610,102,1404,242,52,39,293,26,3,1027,NA,TRUE,FALSE,10,10,2,1,"0,81"
"412",1611,NA,NA,"base","interview",1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,6,2,6,1,1,4,4,1,1,4,2,1,1,10,7,8,1,1,4,3,10,9,6,10,9,11,1,1,11,2,10,9,6,1,8,5,8,7,3,1,2,1,1,1,1,1,8,1,9,1,9,3,8,3,7,6,5,8,8,4,8,5,5,4,4,6,1,5,6,3,7,4,5,8,5,6,6,9,8,4,8,5,7,7,4,6,29,2,6,6,8,65,223,343,100,51,24,268,64,9,1155,NA,TRUE,FALSE,10,10,1,0,"0,89"
"413",1612,NA,NA,"base","interview",1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,3,NA,11,NA,8,NA,9,5,10,NA,NA,8,4,11,11,11,11,11,11,NA,NA,11,3,10,11,NA,NA,11,11,11,11,1,1,1,1,1,1,1,1,NA,NA,NA,NA,11,NA,9,2,NA,NA,11,11,11,11,11,8,11,11,11,6,3,6,3,11,11,8,6,9,6,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,3,4,4654,70,82,88,75,36,42,108,39,10,562,NA,TRUE,FALSE,10,10,21,20,"1,11"
"414",1614,NA,NA,"base","interview",NA,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,NA,2,1,1,1,1,1,1,1,11,8,11,4,10,8,11,1,3,7,1,11,11,11,11,11,11,2,1,11,2,7,11,6,2,4,11,NA,8,3,3,2,1,3,4,2,2,9,3,5,1,5,1,11,7,8,6,11,11,11,NA,11,9,10,10,11,11,10,10,7,11,11,6,7,11,10,11,7,5,3,5,2,2,5,6,4,2,24,1,3,4,731,31,74,106,46,33,14,907,32,5,1260,NA,TRUE,FALSE,10,10,2,2,"1,41"
"415",1620,NA,NA,"base","interview",1,3,2,2,2,1,3,2,1,2,2,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,8,3,8,5,10,5,9,1,3,9,6,6,9,10,10,10,11,3,1,11,3,11,11,6,3,3,11,6,10,2,2,2,2,2,2,2,2,2,1,8,1,6,3,10,9,3,2,10,10,11,8,11,10,8,10,6,10,8,9,8,8,8,10,10,9,9,10,2,1,1,1,1,1,2,2,NA,1,27,2,2,7,2,85,100,162,68,65,56,217,36,4,795,NA,TRUE,FALSE,10,10,2,1,"1,22"
"416",1621,NA,NA,"base","interview",3,3,3,2,2,2,2,1,2,2,1,1,2,1,1,1,2,3,1,2,1,1,2,1,2,1,9,4,9,2,6,8,10,1,1,9,11,11,8,6,10,10,11,1,1,11,4,9,10,2,2,2,11,6,3,1,1,2,2,2,1,1,1,4,1,6,1,3,3,6,6,6,6,9,6,11,6,11,6,6,11,7,6,6,6,5,7,9,3,6,6,6,9,4,2,2,2,2,2,2,2,2,2,27,1,3,7,129,129,128,322,165,61,39,174,26,382,1062,NA,TRUE,FALSE,10,10,1,0,"0,68"
"417",1626,NA,NA,"base","interview",3,3,2,3,3,2,3,3,2,6,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,10,11,8,8,6,11,8,1,1,11,6,6,11,8,11,9,5,1,1,11,6,11,8,1,6,10,11,6,11,2,1,1,1,5,3,3,3,4,2,2,NA,4,3,5,9,6,4,7,8,9,9,8,6,9,2,5,4,6,4,6,11,8,5,2,11,4,5,4,3,6,NA,2,3,1,5,6,4,26,1,6,6,5,50,83,144,82,44,22,155,29,7,621,NA,TRUE,FALSE,10,10,2,2,"1,36"
"418",1628,NA,NA,"base","interview",2,3,2,3,3,3,4,3,2,5,1,2,1,2,1,2,3,4,1,3,2,3,3,3,4,9,9,10,8,9,2,8,10,4,5,5,1,11,11,8,9,11,9,2,1,11,8,9,10,7,NA,10,11,7,10,4,4,4,4,5,5,4,4,8,4,9,3,7,6,11,8,9,7,11,8,10,4,9,10,8,10,7,4,6,1,3,10,10,1,2,7,3,8,8,7,7,4,8,8,1,4,6,8,26,1,6,7,2,50,67,110,79,34,42,145,23,3,555,NA,TRUE,FALSE,10,10,1,0,"1,62"
"419",1629,NA,NA,"base","interview",3,4,3,3,3,3,4,2,2,5,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,2,8,8,8,8,6,6,8,9,7,3,8,8,9,8,8,10,10,6,4,1,9,8,8,8,6,6,8,10,NA,10,4,3,3,3,5,5,5,3,9,NA,11,1,7,9,6,8,11,NA,11,11,7,10,11,9,11,11,11,4,7,8,NA,9,11,2,3,9,3,6,11,11,8,8,9,9,1,10,4,8,22,1,3,4,5,42,63,118,54,32,11,114,16,4,459,NA,TRUE,FALSE,10,10,5,4,"1,91"
"420",1630,NA,NA,"base","interview",1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,3,2,1,10,7,7,3,11,10,10,3,2,4,4,9,10,11,11,11,9,2,3,11,6,8,10,7,3,6,10,4,6,5,5,5,4,4,4,5,4,6,2,8,2,6,6,9,8,5,7,9,8,9,6,9,5,7,7,8,4,7,6,8,7,9,5,5,7,6,8,6,7,6,4,5,5,2,4,6,6,20,2,4,4,8,81,104,186,119,53,47,222,33,8,861,NA,TRUE,FALSE,10,10,1,0,"0,96"
"421",1632,NA,NA,"base","interview",2,3,4,4,1,1,3,1,1,4,1,1,1,1,2,1,4,5,1,1,1,1,2,3,2,1,8,1,6,6,3,11,11,3,1,6,2,9,10,9,11,11,11,1,2,10,9,11,9,1,10,10,10,11,9,3,3,2,2,5,6,3,3,9,1,2,1,10,6,10,11,7,9,10,10,11,1,9,5,7,8,3,6,1,3,2,11,1,2,9,10,6,6,10,6,5,1,3,4,6,3,1,1,22,1,5,4,6,55,122,141,74,47,33,153,33,5,669,NA,TRUE,FALSE,10,10,1,0,"1,24"
"422",1633,NA,NA,"base","interview",2,4,5,4,3,2,2,2,2,3,1,3,1,1,2,2,2,3,2,3,3,3,3,5,2,1,9,2,1,2,2,9,11,3,1,1,1,11,11,11,11,4,3,3,2,8,9,5,7,3,7,7,8,3,11,5,3,3,3,4,4,4,3,5,2,4,1,8,7,4,7,5,5,8,5,2,2,4,8,7,3,5,2,1,1,2,2,3,1,4,5,4,8,5,5,7,3,5,5,3,5,2,3,19,1,5,4,6,41,77,103,66,27,21,107,22,8,478,NA,TRUE,FALSE,10,10,1,0,"1,6"
"423",1634,NA,NA,"base","interview",2,3,1,2,1,1,3,1,2,1,1,1,1,1,1,1,5,1,1,5,1,1,1,2,1,NA,9,8,9,2,11,11,11,1,1,5,11,11,11,8,11,11,2,1,1,11,7,11,11,1,8,11,11,4,11,5,2,2,2,3,4,1,1,6,3,11,2,8,10,11,11,6,1,11,11,8,10,11,11,11,11,7,10,2,6,6,10,8,2,5,11,4,9,5,6,5,7,7,4,1,4,6,5,27,1,4,7,14,114,319,175,233,62,48,129,37,5,1136,NA,TRUE,FALSE,10,10,2,1,"0,83"
"424",1635,NA,NA,"base","interview",2,5,2,2,1,2,3,1,1,4,5,1,4,5,4,1,5,2,1,1,2,1,2,1,1,4,10,8,8,11,7,11,9,3,1,6,4,11,11,10,11,8,9,2,2,11,6,11,3,3,4,11,11,11,9,5,2,2,2,4,2,1,1,6,6,6,1,6,6,11,9,6,6,10,6,1,6,9,6,6,6,6,1,2,6,6,11,11,2,4,6,4,6,6,6,6,1,6,6,1,6,6,5,20,1,7,4,5,86,130,264,111,62,30,181,39,8,916,NA,TRUE,FALSE,10,10,1,0,"1,03"
"425",1636,NA,NA,"base","interview",5,5,4,3,3,3,4,1,1,6,1,4,1,1,5,2,1,2,3,2,4,3,1,6,3,NA,6,6,3,11,4,11,9,7,1,3,9,11,11,6,9,8,11,3,4,11,10,10,11,2,7,11,6,9,8,6,6,4,3,6,6,3,2,6,5,5,1,11,10,10,6,6,6,5,6,7,4,8,5,5,6,6,5,1,2,1,8,5,2,1,5,3,10,6,6,6,5,6,6,4,6,1,6,22,2,7,4,2230,124,425,272,261,124,59,629,122,11,2039,NA,TRUE,FALSE,10,10,2,1,"0,4"
"426",1638,NA,NA,"base","interview",3,3,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,11,1,3,8,7,1,1,10,3,9,11,10,11,6,11,1,1,11,3,10,9,1,1,3,11,1,8,2,2,1,1,2,1,1,1,4,1,3,1,7,3,10,8,1,3,11,9,1,11,11,5,9,11,11,4,7,2,9,10,11,1,2,10,1,11,4,4,7,4,4,3,1,4,1,2,30,1,2,7,50,114,116,141,77,42,24,175,21,3,763,NA,TRUE,FALSE,10,10,1,0,"1,17"
"427",1641,NA,NA,"base","interview",3,4,4,5,1,1,2,2,1,4,5,5,5,2,5,1,4,5,1,5,3,5,2,6,1,1,8,1,3,9,8,10,11,8,1,4,7,11,11,11,8,8,3,6,3,11,7,11,5,1,3,4,11,11,1,6,5,3,2,4,4,3,4,NA,2,4,1,11,6,9,11,11,1,11,6,11,5,9,8,6,11,7,8,1,11,1,5,8,8,4,9,6,11,11,11,9,8,7,8,2,7,8,9,21,2,6,4,2,43,68,108,77,43,32,110,37,35,555,NA,TRUE,FALSE,10,10,2,1,"1,43"
"428",1645,NA,NA,"base","interview",3,4,3,4,1,1,4,1,1,6,5,1,1,2,2,1,5,3,1,5,3,2,4,6,1,1,11,11,6,11,6,11,11,9,1,11,9,11,11,11,11,6,3,2,5,11,7,11,3,9,3,9,11,11,6,4,4,4,1,4,3,3,3,11,3,11,3,11,11,11,11,11,11,11,8,11,3,11,9,8,11,11,6,3,6,3,11,3,3,6,11,11,11,11,11,11,1,8,11,1,11,11,8,23,2,9,7,16,258,287,306,204,111,41,205,50,3,1481,NA,TRUE,FALSE,10,10,1,0,"0,73"
"429",1646,NA,NA,"base","interview",1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,3,1,3,2,1,2,1,9,3,8,3,9,7,11,2,1,7,6,9,11,11,11,11,11,3,1,11,5,11,11,6,3,5,11,9,4,4,4,3,3,1,2,2,2,6,5,9,3,9,6,9,9,6,7,11,9,10,11,10,9,9,9,11,9,9,7,9,10,10,6,9,9,9,9,7,7,6,8,6,6,7,6,6,6,29,4,3,7,110,57,98,141,106,54,69,283,38,41,864,NA,TRUE,FALSE,10,10,1,0,"0,79"
"430",1647,NA,NA,"base","interview",1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,NA,9,6,10,2,10,9,11,1,4,6,10,11,11,11,11,11,11,1,1,11,8,11,11,2,1,8,11,9,7,3,3,2,2,2,2,2,2,2,1,3,1,6,1,11,4,3,3,11,11,9,11,10,10,11,11,11,10,8,9,9,9,10,1,9,8,9,11,2,3,2,5,2,1,7,2,5,1,23,4,4,4,8,65,117,107,748,49,34,859,46,4,1386,NA,TRUE,FALSE,10,10,2,1,"0,99"
"431",1649,NA,NA,"base","interview",3,4,3,3,2,2,2,2,2,6,1,2,3,4,4,2,4,2,2,2,2,2,2,4,1,4,10,8,6,6,7,9,9,2,6,7,1,3,10,11,10,7,9,3,3,9,9,9,7,8,8,10,10,10,11,5,2,2,2,4,5,3,3,7,7,9,1,8,9,8,9,8,6,9,7,7,6,9,7,6,9,8,2,9,7,9,7,8,3,3,6,4,10,8,6,8,7,6,6,1,7,8,7,23,1,6,6,7,53,97,155,90,57,17,244,82,2,804,NA,TRUE,FALSE,10,10,1,0,"1,35"
"432",1650,NA,NA,"base","interview",2,2,1,1,1,2,4,2,3,1,1,5,2,5,1,1,1,3,2,2,3,3,2,4,4,2,8,8,9,8,11,6,6,5,6,6,6,6,6,8,7,6,6,5,1,11,4,5,8,9,6,7,8,9,10,5,5,5,5,5,4,5,3,9,7,11,3,9,10,10,10,9,6,9,9,9,5,9,8,11,8,9,8,9,9,5,9,9,5,5,7,8,10,9,9,8,6,8,8,4,8,5,7,22,2,6,4,3,146,167,303,148,83,64,314,76,15,1319,NA,TRUE,FALSE,10,10,1,0,"0,8"
"433",1654,NA,NA,"base","interview",3,5,5,3,2,3,3,2,2,6,4,5,6,2,5,3,5,6,3,6,6,5,6,6,6,1,3,8,1,8,7,10,7,7,1,1,1,1,7,3,6,4,3,1,1,6,7,6,3,1,1,1,11,6,1,6,5,4,4,5,5,5,4,8,1,5,1,6,8,6,6,6,6,9,4,5,3,8,4,1,4,4,3,1,1,1,7,4,1,1,6,2,6,9,8,8,5,6,9,8,6,9,8,22,2,8,4,37,78,137,182,106,68,40,181,45,7,881,NA,TRUE,FALSE,10,10,1,0,"0,82"
"434",1656,NA,NA,"base","interview",1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,11,3,8,2,11,8,11,1,1,1,3,11,11,11,11,11,11,1,1,11,3,11,10,2,1,9,11,11,5,3,2,1,1,1,4,1,1,3,1,8,1,3,2,11,9,11,3,11,9,11,11,11,11,11,11,11,6,4,8,4,11,10,3,7,11,9,11,6,2,3,2,3,2,1,3,1,2,23,1,2,4,10,78,180,283,92,100,48,313,40,4,1148,NA,TRUE,FALSE,10,10,1,0,"0,86"
"435",1658,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,3,1,7,1,5,7,9,2,1,8,4,8,5,11,11,11,11,1,1,8,3,11,10,1,1,3,10,8,3,2,1,4,1,3,2,2,1,4,1,2,1,5,3,11,6,5,4,10,7,10,8,9,11,5,8,9,6,8,4,8,8,6,3,5,8,7,8,5,4,4,3,3,2,1,4,3,1,29,2,3,7,3,29,67,153,54,34,26,177,14,2,559,NA,TRUE,FALSE,10,10,1,0,"1,97"
"436",1665,NA,NA,"base","interview",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6571,9,5,4,1,2,3,4,4,6,50,NA,TRUE,FALSE,10,10,100,100,"2,5"
"437",1667,NA,NA,"base","interview",1,1,1,2,4,3,2,1,1,2,2,1,3,2,1,1,2,2,1,3,3,2,1,2,3,1,3,2,7,2,6,7,7,1,3,7,NA,6,10,9,9,10,7,3,1,10,4,10,10,3,1,8,8,6,3,4,4,2,2,4,4,3,2,5,1,3,1,5,3,6,5,3,2,6,6,7,9,9,5,6,5,7,5,8,5,6,7,9,6,5,9,5,7,5,5,3,5,3,4,2,4,2,3,21,2,4,4,16,98,118,201,115,66,41,185,42,5,887,NA,TRUE,FALSE,10,10,2,1,"0,88"
"438",1668,NA,NA,"base","interview",2,5,3,5,3,3,4,2,2,1,1,1,1,1,4,1,6,1,1,1,1,1,1,1,1,1,6,6,9,4,6,9,11,1,1,11,1,11,11,6,11,11,3,1,2,11,9,2,8,8,9,9,11,1,11,2,2,1,1,2,4,4,2,8,1,6,1,8,11,11,11,6,9,11,8,6,6,10,9,6,9,9,9,1,5,3,10,9,1,5,8,6,9,8,5,6,5,8,6,1,9,1,3,29,1,8,6,19,133,121,212,135,61,31,334,47,14,1107,NA,TRUE,FALSE,10,10,1,0,"0,73"
"439",1670,NA,NA,"base","interview",2,2,1,2,1,1,3,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,3,3,2,1,4,NA,3,3,8,8,8,3,2,6,2,3,11,6,9,9,7,1,2,4,4,10,9,8,3,2,9,3,10,5,5,4,4,4,4,5,3,6,1,10,1,6,6,6,6,6,6,10,6,6,6,6,1,6,6,6,2,1,3,5,6,6,1,2,6,6,6,6,6,6,2,3,6,1,6,6,3,50,1,4,6,14,98,209,213,123,78,33,172,75,4,1019,NA,TRUE,FALSE,10,10,1,0,"0,84"
"440",1673,NA,NA,"base","interview",2,1,1,2,2,2,1,2,2,3,1,2,1,2,2,1,3,2,2,2,2,2,1,1,2,1,9,7,8,2,3,7,10,1,1,7,2,11,11,10,10,6,11,1,2,11,3,11,10,2,5,10,11,1,7,3,3,2,2,1,3,3,2,6,1,5,1,6,4,11,6,5,6,11,7,11,9,11,11,6,8,11,5,5,6,8,11,10,2,7,9,6,10,3,5,3,3,2,1,1,6,5,1,29,1,4,7,20,63,238,517,97,55,99,185,34,15,1323,NA,TRUE,FALSE,10,10,1,0,"0,73"
"441",1677,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,11,10,7,2,11,8,11,1,1,7,3,11,11,11,11,11,9,1,1,11,1,11,11,9,1,2,11,3,10,1,1,1,1,1,1,1,1,8,1,4,1,5,4,11,10,5,3,11,9,9,10,11,11,9,11,9,7,9,6,1,1,7,2,7,5,5,8,10,7,3,3,5,5,1,6,9,1,25,1,2,7,11,49,96,147,82,34,32,231,21,11,714,NA,TRUE,FALSE,10,10,1,0,"1,18"
"442",1678,NA,NA,"base","interview",2,2,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,8,1,6,1,1,5,11,1,1,11,11,11,11,11,11,11,11,1,1,11,4,4,11,1,1,6,11,5,11,4,2,1,1,2,1,1,1,2,1,1,1,4,1,11,8,1,1,11,8,10,1,11,7,9,7,11,8,1,9,11,11,9,4,2,7,5,1,1,1,1,1,3,1,1,2,1,1,21,1,2,4,4,57,131,155,74,41,22,191,27,10,712,NA,TRUE,FALSE,10,10,1,0,"1,32"
"443",1681,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,7,3,6,1,8,3,10,1,1,10,6,11,9,11,9,11,11,1,1,11,2,9,11,2,2,2,11,8,7,2,2,2,1,2,2,2,2,4,1,6,1,6,1,10,3,2,3,11,11,11,11,11,11,6,11,10,6,11,6,6,9,10,6,6,11,6,7,4,4,1,1,4,1,2,3,1,1,21,2,3,4,78,64,152,166,72,56,34,224,93,14,953,NA,TRUE,FALSE,10,10,1,0,"0,79"
"444",1683,NA,NA,"base","interview",2,2,2,2,2,3,3,1,2,1,1,1,1,3,1,1,2,3,2,3,2,1,1,1,1,NA,11,9,2,4,6,10,11,2,1,6,6,9,9,11,11,10,11,3,2,11,6,9,7,6,2,6,11,2,9,5,4,3,2,5,3,3,1,6,3,6,1,6,5,6,6,6,6,6,6,11,6,11,6,6,6,6,6,3,6,6,9,9,6,6,6,6,6,6,5,5,3,5,4,1,6,6,6,30,1,6,7,9,73,125,155,93,40,64,141,35,7,742,NA,TRUE,FALSE,10,10,1,0,"1,04"
"445",1684,NA,NA,"base","interview",1,2,1,2,1,2,3,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2,4,2,1,10,2,9,3,1,4,11,1,1,6,1,10,11,10,10,9,11,3,2,10,5,8,9,3,2,5,9,9,5,4,4,4,4,3,3,3,2,6,1,6,1,9,9,10,9,9,6,10,8,11,8,11,9,10,6,10,10,5,9,8,11,11,6,8,11,8,10,9,8,6,4,5,3,4,4,4,4,24,2,3,7,3,80,138,191,103,84,29,170,50,7,855,NA,TRUE,FALSE,10,10,1,0,"1,1"
"446",1688,NA,NA,"base","interview",2,2,3,3,1,3,3,2,1,2,1,1,1,1,1,1,4,1,1,2,2,1,1,4,6,1,1,5,6,6,11,11,11,1,11,11,1,6,11,6,11,1,10,1,6,6,6,6,6,11,10,11,6,10,3,3,1,2,2,3,3,2,5,8,1,9,1,6,1,11,11,6,9,6,6,11,6,11,6,6,6,9,1,1,6,6,11,8,1,6,9,6,11,9,9,8,11,6,11,1,9,6,1,22,1,6,7,30,163,132,372,129,60,40,390,92,14,1422,NA,TRUE,FALSE,10,10,1,0,"0,59"
"447",1689,NA,NA,"base","interview",4,4,4,3,3,2,4,1,1,5,1,4,1,1,2,1,1,3,2,4,3,4,2,5,3,1,11,4,6,8,3,9,10,8,7,4,1,11,11,11,11,11,11,1,4,11,8,10,11,7,8,8,9,11,9,5,4,2,2,4,5,3,3,10,6,7,3,3,10,6,9,5,6,6,7,4,4,8,6,6,7,6,6,2,5,4,6,6,4,4,6,2,9,6,7,7,6,6,6,3,6,6,6,20,1,8,4,17,73,116,129,117,73,29,175,39,14,782,NA,TRUE,FALSE,10,10,1,0,"0,91"
"448",1692,NA,NA,"base","interview",1,5,5,2,2,4,2,1,1,6,1,1,2,1,5,1,1,1,1,2,2,2,1,3,3,2,4,2,3,2,2,4,7,4,1,6,1,10,9,6,10,10,6,1,1,10,9,4,8,3,4,3,10,7,6,4,4,3,2,5,2,2,1,6,1,3,1,6,9,6,6,3,5,6,6,6,8,10,6,6,6,10,6,1,6,6,9,10,6,5,6,6,10,6,6,6,5,6,4,1,5,6,4,28,2,3,7,2,65,123,207,101,69,27,122,28,2,746,NA,TRUE,FALSE,10,10,1,0,"1,46"
"449",1703,NA,NA,"base","interview",3,5,5,2,1,3,4,1,1,6,1,3,4,6,3,1,6,6,3,4,3,3,3,2,2,1,11,10,11,7,8,11,9,3,1,7,1,11,11,3,11,11,2,1,1,9,8,11,6,4,9,11,11,1,4,5,6,1,1,4,5,3,2,6,3,5,5,9,8,11,6,6,8,10,6,4,3,9,9,7,8,10,8,2,4,5,11,7,5,5,9,7,11,6,6,4,2,6,2,1,5,1,1,23,1,7,7,25,56,83,159,121,64,34,250,38,9,839,NA,TRUE,FALSE,10,10,1,0,"0,92"
"450",1708,NA,NA,"base","interview",1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,3,6,1,1,11,7,6,3,7,11,11,5,1,5,NA,6,11,11,11,11,7,1,1,11,8,11,11,6,4,11,11,8,10,2,2,2,2,2,2,2,2,8,1,8,1,8,9,6,9,8,6,8,9,11,8,11,NA,8,NA,8,NA,7,NA,3,11,11,NA,NA,NA,5,11,6,8,NA,1,6,4,1,6,NA,5,25,1,3,7,3,75,231,165,101,48,40,327,56,7,1053,NA,TRUE,FALSE,10,10,9,8,"1,04"
"451",1710,NA,NA,"base","interview",3,5,5,4,3,1,5,1,1,6,1,1,1,5,2,3,4,4,1,4,1,1,1,6,4,1,8,7,5,10,6,11,9,7,1,2,8,8,11,11,11,5,3,2,2,5,8,10,1,1,3,7,10,1,9,1,1,1,1,2,4,4,2,2,NA,4,1,4,5,9,10,5,1,8,1,NA,5,10,7,3,6,6,3,1,9,1,11,10,4,4,NA,2,7,5,6,NA,NA,3,NA,1,4,NA,2,23,1,7,4,39,116,226,330,130,54,53,191,48,15,1202,NA,TRUE,FALSE,10,10,6,6,"0,64"
"452",1711,NA,NA,"base","interview",4,3,4,2,2,1,5,3,3,1,1,6,1,1,2,1,1,NA,3,5,3,6,6,6,5,10,5,NA,4,6,4,9,6,3,1,2,2,4,NA,6,6,8,6,2,8,6,8,NA,9,1,NA,NA,2,1,10,4,5,5,4,5,6,5,5,9,2,2,1,8,9,5,9,6,5,5,8,6,3,1,5,3,1,2,4,1,6,2,9,2,2,6,6,4,11,7,6,5,6,6,NA,NA,8,NA,6,24,2,11,7,2,44,63,105,81,50,12,123,24,4,508,NA,TRUE,FALSE,10,10,6,5,"1,75"
"453",1712,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,10,3,10,1,11,6,9,1,1,11,1,11,11,11,11,11,11,1,1,11,1,6,11,2,1,1,11,1,6,2,2,NA,1,1,2,1,6,8,1,9,1,11,2,11,11,6,11,11,11,11,11,11,11,9,11,11,11,8,11,11,11,11,11,11,11,11,11,9,6,6,1,6,6,1,6,3,6,27,1,2,7,3,39,155,191,94,55,78,451,50,12,1128,NA,TRUE,FALSE,10,10,2,1,"1,06"
"454",1716,NA,NA,"base","interview",2,4,2,1,1,1,2,1,1,5,1,2,2,2,2,2,1,6,1,6,3,6,6,6,2,1,1,1,1,1,8,9,9,1,1,1,1,4,8,4,8,4,1,1,1,6,1,1,8,1,1,4,7,1,8,5,5,5,5,5,5,5,3,5,1,1,1,1,1,8,1,4,1,4,3,9,3,4,1,4,4,1,4,1,1,1,4,5,1,1,1,2,4,3,1,1,1,1,1,4,1,1,1,20,2,7,4,23,106,127,132,103,34,24,127,56,7,739,NA,TRUE,FALSE,10,10,1,0,"1,01"
